"annotation_id","annotator","created_at","dark_intensity","humor_presence","humor_type","id","joke_topic","lead_time","note","rhetorical_device","stand_up","target_category","transcript_text","updated_at","video"
237,"1","2026-02-02T21:01:37.917105Z","","Humor","Regular Humor",843,"Family",77.371,"","Satire","","","Do you have a favorite subject in school? I like the fish. So good. You like the what? Fish. Fashion is sea. Oh, fish. Yes. Oh, fish. You like fish. Yes. I don't understand how fish got in this conversation. Oh, you eat fish. So you cook the fish, and then you get to a plate, and then you get to a plate. Hold on. This fish. Fish. Say this fish. Fish. No. Look. No, I ate it. This I is not bad. Fish. What fish? Say it real quick. Short. There's this. Fish. No, I ate it. No, no. It's not I. You don't teach me. Listen to me, Oscar. Is it fish, bad? All right. So what type of fish do you like?","2026-02-02T21:01:37.917129Z","s3://humor-harm-dataset/dataset-s3/3m52WKmiVXo.mp4"
618,"7","2026-02-16T23:59:10.091561Z","","Humor","Regular Humor",844,"Relationships",78.128,"","{""choices"":[""Irony"",""Satire""]}","No","","There goes Paula Pumpenichle, the prettiest girl in town. Waka waka! Hey, hey, hey. Whoa, whoa! Hey, no way I'm going out there! Those fellas are gonna turn us into multiple soups. They call me Wally the Waco. My kind woman, absolutely none. Hey fellas, quit whacking around and give me back my spectacles! You know I got bump-peepers! What the-o-o-o-oh-hi? It's a flying saucer! Get outta here! You longheads better quit razzin' me! Or I'm gonna sock you one wool! You guessed it! I'm the Jewish character. What the-o-o-o-oh! Cuts outta the bag! I'm loony! Well, now that we've defeated the Martians, there's only one thing left to do. Boogie Woogie!","2026-02-16T23:59:10.091601Z","s3://humor-harm-dataset/dataset-s3/3qaMBov80SA.mp4"
289,"9","2026-02-03T05:30:24.328604Z","2 - Moderate","Humor","Dark Humor",844,"Relationships",68.474,"","{""choices"":[""Irony"",""Satire""]}","","","There goes Paula Pumpenichle, the prettiest girl in town. Waka waka! Hey, hey, hey. Whoa, whoa! Hey, no way I'm going out there! Those fellas are gonna turn us into multiple soups. They call me Wally the Waco. My kind woman, absolutely none. Hey fellas, quit whacking around and give me back my spectacles! You know I got bump-peepers! What the-o-o-o-oh-hi? It's a flying saucer! Get outta here! You longheads better quit razzin' me! Or I'm gonna sock you one wool! You guessed it! I'm the Jewish character. What the-o-o-o-oh! Cuts outta the bag! I'm loony! Well, now that we've defeated the Martians, there's only one thing left to do. Boogie Woogie!","2026-02-03T05:30:24.328628Z","s3://humor-harm-dataset/dataset-s3/3qaMBov80SA.mp4"
238,"1","2026-02-02T21:05:21.685475Z","1 - Mild","Not Humor","Dark Humor",844,"Relationships",219.274,"","Satire","","","There goes Paula Pumpenichle, the prettiest girl in town. Waka waka! Hey, hey, hey. Whoa, whoa! Hey, no way I'm going out there! Those fellas are gonna turn us into multiple soups. They call me Wally the Waco. My kind woman, absolutely none. Hey fellas, quit whacking around and give me back my spectacles! You know I got bump-peepers! What the-o-o-o-oh-hi? It's a flying saucer! Get outta here! You longheads better quit razzin' me! Or I'm gonna sock you one wool! You guessed it! I'm the Jewish character. What the-o-o-o-oh! Cuts outta the bag! I'm loony! Well, now that we've defeated the Martians, there's only one thing left to do. Boogie Woogie!","2026-02-02T21:05:21.685500Z","s3://humor-harm-dataset/dataset-s3/3qaMBov80SA.mp4"
617,"7","2026-02-16T23:57:48.332373Z","","Not Humor","None of these",845,"Other",40.528,"","None of these","No","","cussion -""1-2-1-2-3."" Got it! Got it! Got it! Gah! Aaah! Got it! Got it! Checkmate!","2026-02-16T23:57:48.332396Z","s3://humor-harm-dataset/dataset-s3/3uJ234zSG8I.mp4"
290,"9","2026-02-03T05:31:17.815199Z","","Not Humor","None of these",845,"Family",5.593,"","None of these","","","cussion -""1-2-1-2-3."" Got it! Got it! Got it! Gah! Aaah! Got it! Got it! Checkmate!","2026-02-03T05:31:17.815223Z","s3://humor-harm-dataset/dataset-s3/3uJ234zSG8I.mp4"
239,"1","2026-02-02T21:06:18.310927Z","","Not Humor","None of these",845,"Family",52.775,"","None of these","","","cussion -""1-2-1-2-3."" Got it! Got it! Got it! Gah! Aaah! Got it! Got it! Checkmate!","2026-02-02T21:06:18.310949Z","s3://humor-harm-dataset/dataset-s3/3uJ234zSG8I.mp4"
616,"7","2026-02-16T23:57:04.290183Z","","Not Humor","None of these",846,"Other",39.05,"","None of these","No","","There's a gun called bugger saw I got one and I was like everyone should have one and it's a revolver So it literally has a little revolver things you rub it in salt load it up. Yeah. Yeah. Yeah. Yeah Yeah, and bro that thing it'll rip a fly to pieces you hit a fly with that mother and it's dead You know my wife took mine away House gonna be covered salt you're gonna leave the door. You can kill more flies","2026-02-16T23:57:04.290207Z","s3://humor-harm-dataset/dataset-s3/3vGZN8xqnfQ.mp4"
291,"9","2026-02-03T05:31:52.133434Z","","Not Humor","None of these",846,"Other",7.666,"","None of these","","","There's a gun called bugger saw I got one and I was like everyone should have one and it's a revolver So it literally has a little revolver things you rub it in salt load it up. Yeah. Yeah. Yeah. Yeah Yeah, and bro that thing it'll rip a fly to pieces you hit a fly with that mother and it's dead You know my wife took mine away House gonna be covered salt you're gonna leave the door. You can kill more flies","2026-02-03T05:31:52.133458Z","s3://humor-harm-dataset/dataset-s3/3vGZN8xqnfQ.mp4"
240,"1","2026-02-02T21:07:34.922484Z","","Not Humor","None of these",846,"Other",73.149,"","None of these","","","There's a gun called bugger saw I got one and I was like everyone should have one and it's a revolver So it literally has a little revolver things you rub it in salt load it up. Yeah. Yeah. Yeah. Yeah Yeah, and bro that thing it'll rip a fly to pieces you hit a fly with that mother and it's dead You know my wife took mine away House gonna be covered salt you're gonna leave the door. You can kill more flies","2026-02-02T21:07:34.922507Z","s3://humor-harm-dataset/dataset-s3/3vGZN8xqnfQ.mp4"
293,"1","2026-02-04T19:45:34.331153Z","","Almost or not sure","Regular Humor",847,"Celebrity and pop culture",46.765,"","None of these","","","Cheese! Cheese! What? A phrase! A phrase! And you are not my brother. I'm not your brother. All the stuff we've been through. Rush out one, rush out two. Shishin. See? How difficult was that? My English, you even cannot say three words! You was in an orphanage? You told me your father was a cop. He was. When they taught me... Oh, it's... When they taught me... Oh, it's 11. Anything goes wrong? You bust in there and act like you have LAP, la la. You cannot speak English.","2026-02-04T19:45:34.331179Z","s3://humor-harm-dataset/dataset-s3/3wS-ZLGVAAM.mp4"
294,"1","2026-02-04T19:46:39.849179Z","","Not Humor","None of these",848,"Other",54.141,"","None of these","","","Kitty, what are you doing out here? Did I not see you before? Oh, you're so Portuguese. Portuguese. Who's coming? Huh? If you're coming right now, let me see it. Let me see it. Show me. Huh? He? He who is coming? Here's- He's- He's- He's- He's- He's- He's- He's- He's- Hello everybody. My name is welcome. What? E.","2026-02-04T19:46:39.849203Z","s3://humor-harm-dataset/dataset-s3/3xfSptraAq4.mp4"
295,"1","2026-02-04T19:47:21.414478Z","","Not Humor","None of these",849,"Other",38.728,"","None of these","","","Roi Sharma! Power Rajam! Roi Sharma! Power Ragham! Power Riscan! Roi Sharma! Hit back! Roi Sharma! Power Ragham! Roi Sharma!","2026-02-04T19:47:21.414502Z","s3://humor-harm-dataset/dataset-s3/3xxLwqok6pI.mp4"
296,"1","2026-02-04T19:47:57.957245Z","","Not Humor","None of these",850,"Other",34.474,"","None of these","","","Hey Bobby look look I'm American I think I'll use my credit card do you guys have anything non-dairy? Do not mess with us Latinos! Motherfucker! I'm illegal","2026-02-04T19:47:57.957269Z","s3://humor-harm-dataset/dataset-s3/3zg6-evbrhE.mp4"
297,"1","2026-02-04T19:49:20.858025Z","1 - Mild","Humor","Dark Humor",851,"Celebrity and pop culture",79.219,"","{""choices"":[""Irony"",""Satire""]}","","","Roll the clip. I'm an island boy. I've been trying to make it. I ain't seen it with a gang gang slang. Gang gang. They got to use that word. I'm speechless. Two goofballs in the pool. You know why I'm not speechless? Why? Because I'm an island.","2026-02-04T19:49:20.858049Z","s3://humor-harm-dataset/dataset-s3/41cTyRR5ync.mp4"
298,"1","2026-02-04T19:49:51.294732Z","","Not Humor","None of these",852,"Other",26.967,"","None of these","","","You want me? No. You want me? No. You want me? No. You want me? I want you baby.","2026-02-04T19:49:51.294755Z","s3://humor-harm-dataset/dataset-s3/47KuGbRl4k4.mp4"
299,"1","2026-02-04T19:51:21.706504Z","1 - Mild","Humor","Dark Humor",853,"Politics and society",81.732,"","Satire","","","RFK Jr. gave his childhood vaccine recommendations. That was nice. And then the association for pediatrics said, he's wrong. You should do this instead. It's like, who do you trust? You know? We're all, I don't even know. It's so, I'm going back and forth, you know? Do you trust the doctors with their degrees in pediatrics or the lawyer whose own throat is trying to stop him from talking? You know? It's so hard. I don't know what to think. Right? Yeah.","2026-02-04T19:51:21.706528Z","s3://humor-harm-dataset/dataset-s3/4B0PMcWYRnI.mp4"
300,"1","2026-02-04T19:59:59.655238Z","","Humor","Regular Humor",854,"Politics and society",391.331,"","{""choices"":[""Irony"",""Satire""]}","","","Monday, Scotland. Tuesday, home. Wednesday, Epstein. Tell reporters, I don't know. Thursday, steal a FIFA trophy. Go online. Talk trash at Rosie. Friday, see Fantastic Four. I look just like the human torch. Bad inflation every day. Blame it all on Beyonce. Bruise on hand is very Sora. Add some makeup. Thanks, Sephora. Work on golf and call from Vlad. Catch up on and just like that. Watch the new South Park, smash the screen. Cry at night. I miss Epstein. Work off, tan golf, sugar, coke. Call new Superman to woke. Tan golf, tan tan, time for bed. But first, I have some things to shred.","2026-02-04T19:59:59.655262Z","s3://humor-harm-dataset/dataset-s3/4Bv6k5atHa8.mp4"
301,"1","2026-02-04T20:01:57.152590Z","","Humor","Regular Humor",855,"{""choices"":[""Work"",""Celebrity and pop culture""]}",98.91,"","Satire","","","Please welcome this first mystery guest, my nightmare. Oh, my God. Okay, is this a nightmare? Hi. Hi, oh, sorry. Sorry, I'm sorry. Oh God, can I take that again? Oh, sorry, can I just take that again? No, it's okay, it's okay. Oh yeah, no, you can't. No, we'll just run a train through it. It's fine. I think I'm gonna go. Oh, my God. Oh, my God. Oh, my God. Oh, my God. Oh, my God. Oh, my God. Oh, my God. Oh, my God. I'm just gonna run a train through it. It's fine. I think I know who this is. Why don't you tell me a little bit about yourself? I am how you fear you're perceived. Oh, my God, guys. Everybody's mad at me. Guys, it's getting too personal. Stop it. Okay, hear me out. Okay, here's an idea. Reddit stories, bowling Reddit stories. I've lost the room.","2026-02-04T20:01:57.152615Z","s3://humor-harm-dataset/dataset-s3/4GXxDnTvmhQ.mp4"
302,"1","2026-02-04T20:02:50.282450Z","","Almost or not sure","Regular Humor",856,"Celebrity and pop culture",43.835,"","None of these","","","Give me your money! AHHHHH! Hey, give me that shit! Oh, no, no, no, I just robbed them back there! What, smoke for me, nigga? That's my shit! Duh-duh, can I get a sandwich? Can I use your bathroom? Yeah, it's back there! Ha ha ha! You know! There's no semi! You gotta squint your eyes and bite your lip! I let go! I let go! I let go! I let go! Hey, man! Hey, Mom, let me get down now, I'm good! Ha ha ha ha ha! Oh, oh, oh, oh, oh, yeah, that's it! What you doing? Nigga do, nigga do! That's what Tom is! I don't know, my phone died! Nigga, you got all the watts! Hey, can I get the mic? Uh, nigga! Hey, that's my son! Get, get, get, petty, bitch, don't get no daps!","2026-02-04T20:02:50.282476Z","s3://humor-harm-dataset/dataset-s3/4HO0EA2vEgw.mp4"
303,"1","2026-02-04T20:04:37.127650Z","","Not Humor","None of these",857,"Other",70.535,"","None of these","","","WOOOOOают Hit that C.S.O.B. Hit that C.S.O.B. Hit that C.S.O.B. Come back! You heard me!","2026-02-04T20:04:37.127676Z","s3://humor-harm-dataset/dataset-s3/4ImqupoGhQc.mp4"
304,"1","2026-02-04T20:05:24.616640Z","","Not Humor","None of these",858,"Politics and society",44.474,"","None of these","","","In Dover this morning, another migrant boat, escorted to shore, faces tale of a long, dangerous night. Why did you come to the United Kingdom? I am come UK, very difficult, now want free home in London. Who have you left behind and what are you hoping for here in the UK? I have travelled many days, want my family here, free home nice. What do you expect from life here in the United Kingdom? Journey hard, UK is good, give me benefit please. What do you hope to find here in the UK? Boat very shaking, I am here now, I want good job, free house.","2026-02-04T20:05:24.616663Z","s3://humor-harm-dataset/dataset-s3/4K5bISnYAnA.mp4"
305,"1","2026-02-04T20:07:30.785327Z","","Humor","Regular Humor",859,"School",51.248000000000005,"","Satire","","","You raise me up so I can stand on my own path You raise me up to walk on stormy seas","2026-02-04T20:07:30.785350Z","s3://humor-harm-dataset/dataset-s3/4KS4dq1rOAk.mp4"
306,"1","2026-02-04T20:09:02.720089Z","","Not Humor","None of these",860,"Celebrity and pop culture",40.967,"","None of these","","","I used to have one of these and then I broke it. Oh, you used to have a little basketball hoop? No, I used to have a baby. No. Let me see. Happy birthday, Abif, get out of here, you little man. You call taxis. You yell taxi. Oh, that is nonsense. I call taxis the same way I call gold. No. David, here we have dinner. Ah, poop has good nutrients. No, no, it's poop the game. The game? Yeah. Ew, that is disgusting. You don't play with your food. No. Oh, they sell full houses here. Oh, these socks are huge. No, they're not. Your Americans are so fat.","2026-02-04T20:09:02.720121Z","s3://humor-harm-dataset/dataset-s3/4N64Di3bhlE.mp4"
307,"1","2026-02-04T20:10:14.420218Z","1 - Mild","Humor","Dark Humor",861,"Family",67.993,"","{""choices"":[""Irony"",""Satire""]}","","","I wanted divorce! What was that? Airplane. Loud airplane, they should fix that. How do you clean stubborn messy floors? You just set the f***ing house on fire. Ha ha ha ha ha. Ha ha ha ha ha ha. Alright, well that's all the time I have for that. Take your shoes off, Daren. Take your shoes off the furniture. Shoes off, please. Mmm. Mommy's little helper. Oh kids, if you miss the bus, you'll have to walk because Mommy can't drink and drive. Feeling, feeling, feeling. No, I don't have those. My nerves are stuck. Oh no, the car people suck, come on.","2026-02-04T20:10:14.420244Z","s3://humor-harm-dataset/dataset-s3/4NaPmdUxHr0.mp4"
308,"1","2026-02-04T20:11:16.124946Z","1 - Mild","Humor","Dark Humor",862,"{""choices"":[""Politics and society"",""War and conflict""]}",59.579,"","{""choices"":[""Irony"",""Satire""]}","","","Ukraine! Mh! I love Ukraine. Welcome, my darling. What's your name? Victoria. Victoria. So nice to see you. And the girl with the white jacket? Russia. Russia? Hold on, the Russian and the Ukrainians sitting next to each other? World peace over there, baby. World peace! Much love to you. The Russian girl kissed her right away. Much love to you guys. I hope that your country start making out like you do, guys do. I want to see the day Putin makes out with your president, the comedian. Ehh, ehh, ehh. Hello, I am here to kiss you. Ehh, let's bring the lips together. Ehh, ehh, ehh.","2026-02-04T20:11:16.124970Z","s3://humor-harm-dataset/dataset-s3/4QqXVXeKGj8.mp4"
309,"1","2026-02-04T20:12:09.654605Z","","Almost or not sure","None of these",863,"{""choices"":[""Politics and society"",""War and conflict""]}",48.623,"","{""choices"":[""Irony"",""Satire""]}","","","President Trump speaking on his relationship with Russia is Vladimir Putin ahead of Ukrainian President Vladimir Zelensky's visit to Washington this week. I'm very disappointed because Vladimir and I had a very good relationship. Probably still do. I don't know why he continues with this war. This war has been so bad for him. He's going into four years of a war that should have beaten, he should have won that war in one week.","2026-02-04T20:12:09.654628Z","s3://humor-harm-dataset/dataset-s3/4RtyPpfx1ZE.mp4"
310,"1","2026-02-04T20:12:44.166152Z","","Not Humor","None of these",864,"{""choices"":[""War and conflict"",""Celebrity and pop culture""]}",31.3,"","None of these","","","This is what happened when K-So was in a car alone. Bill, sir, maybe you step out of the car and we see if you've been drinking. What if I jump? Mount Everest is underwater! BOOY WHAT?! Treat me like what it is. Don't give- I'm sorry, I'm done. I'm sorry, I'm done. I ain't never doing that again. There's probably like a thousand people in here right now that would suck K-So's cock. WHA- What is it? I see my face. I can't tell. Hold on. YEEEAH!","2026-02-04T20:12:44.166176Z","s3://humor-harm-dataset/dataset-s3/4SGTbGOu2xw.mp4"
311,"1","2026-02-04T20:13:25.985696Z","","Not Humor","None of these",865,"Other",38.609,"","None of these","","","Well tonight I can finally definitively tell you that silk song has been cancelled Actually launching this year I'll fucking believe it when I see it You're seeing some brand new silk song gameplay the first extended look since the last trailer in 2022 Starting tomorrow you guys your gamecom can play a demo at the Nintendo and Xbox booth There you go silk song is real","2026-02-04T20:13:25.985720Z","s3://humor-harm-dataset/dataset-s3/4TAIFX2VqbM.mp4"
312,"1","2026-02-04T20:14:17.468013Z","1 - Mild","Humor","Dark Humor",866,"Politics and society",49.65,"","None of these","","","Hey! Tapuria found out that the Nelk Boys' favorite fighter was Islam. Do you really think that I'm gonna punch you? No, no, no. I'm gonna start with you. Hey! Oh! His favorite fighter is Islam, too. Yo, dog! Yo, relax! Oh! I'm gonna have to go on.","2026-02-04T20:14:17.468039Z","s3://humor-harm-dataset/dataset-s3/4VUqlRZIDfU.mp4"
313,"1","2026-02-04T20:15:22.785331Z","","Humor","Regular Humor",867,"Politics and society",63.173,"","Irony","","","You can't protest in a way that offends the right. You can't teach things that the right doesn't want you to teach. You can't read things that they don't want you to read. You can't use words that they don't want you to use, but they love free speech. I guess fear not, at least we'll always have art. President Trump, demanding a painting of him be removed because he finds it unflattering. Yes! Yes! Yes! Yes! He's demanding they take it down because he believes this picture is unflattering, which really makes you think, do you think other pictures of you are flattering? At least in the painting, they blended the foundation into your hair.","2026-02-04T20:15:22.785355Z","s3://humor-harm-dataset/dataset-s3/4VtpGVjCbIw.mp4"
314,"1","2026-02-04T20:15:55.088171Z","","Not Humor","None of these",868,"Other",29.424,"","None of these","","","The Throbbing Challenge. Take it, listen. Coming up! Holy shit. Holy shit. BOOM! I'm drooling. Cough, cough, cough! Cough, cough! Sure strawman's. Wait. Oh, here we go. What's happening? Oh, that's the worst smell I've ever smelled about, huh?","2026-02-04T20:15:55.088195Z","s3://humor-harm-dataset/dataset-s3/4Zr7plwPXPs.mp4"
315,"1","2026-02-04T20:17:17.811561Z","1 - Mild","Humor","Dark Humor",869,"Politics and society",76.699,"","Satire","","","You can tell what kind of neighborhood you in just by who's not working. If you're in any neighborhood in America at 12, 15 in the afternoon on a Wednesday, and you see women with sweatpants on, coming out the gym, pushing babies, riding bikes, that's right. Chances are you're in a nice neighborhood. That's right. Wherever women ain't working is an amazing place to live. That is where I wanna live. Now, let's switch it up. If you're in any neighborhood in America at 12, 15 in the afternoon on a Wednesday, and you see men in sweatpants, smoking cigarettes, hanging with their boys, lifting weights in the yard, riding children's bicycles, then you are in danger.","2026-02-04T20:17:17.811604Z","s3://humor-harm-dataset/dataset-s3/4edkKulJmD4.mp4"
316,"1","2026-02-04T20:18:02.994394Z","","Not Humor","None of these",870,"{""choices"":[""War and conflict"",""Other""]}",43.025,"","None of these","","","Which shoes will protect your feet the most? To test this, we have a real bed of nails. Level one. SpongeBob flip flops. Okay, here we go. Ah! Ah! Ha ha ha ha! Ow, that hurt! Level two. Scuba Fins. I have a bad feeling about this one. Here we go. Ah! Oh, that wasn't that bad. Level three. Nail shoes. Nails versus nails. Here we go. Ah! Oh, nailed it! Level four. Clown shoes. Clown shoes, because I'm a clown. Here we go. Ah! Ha ha ha ha! That was the worst one yet. Level five. Bare feet. All right, let's do this. Ah! Wait, wait, wait! If this works, you guys have to subscribe. Three, two, one. It works! Subscribe!","2026-02-04T20:18:02.994417Z","s3://humor-harm-dataset/dataset-s3/4fgesbFW70Y.mp4"
317,"1","2026-02-04T20:19:13.692219Z","","Not Humor","Regular Humor",871,"Celebrity and pop culture",67.526,"","Irony","","","I'm at the Smurfs for me and I have five minutes to find Rihanna. Have you seen Rihanna? Have you? You? No? Have you seen Rihanna? Got it. Rihanna! Rihanna! Where is she? Rihanna? She doesn't look like it's in the pond. Let's go. Okay. Is she? I don't know. I have a feeling she's hiding with a smirk tosser. Have you seen Rihanna? No? Nobody has seen her. Not even the Smurfs. She's not under the table. No, she's not in there, guys. This isn't helping us find Rihanna. I know, but it's fine. I only know what to do now. Well, I guess I don't get to meet Rihanna. Where is she? Uh, Salish? Salish! Salish, wait!","2026-02-04T20:19:13.692242Z","s3://humor-harm-dataset/dataset-s3/4mXtYMYwwEg.mp4"
318,"1","2026-02-04T20:20:33.568744Z","2 - Moderate","Humor","Dark Humor",872,"{""choices"":[""Relationships"",""Politics and society""]}",78.415,"","{""choices"":[""Irony"",""Satire""]}","","","Avogadra Eva Eow Emma Eva E pa Eva Eva Commentary","2026-02-04T20:20:33.568767Z","s3://humor-harm-dataset/dataset-s3/4oMoCZg88Ng.mp4"
319,"1","2026-02-04T20:23:31.183523Z","2 - Moderate","Humor","Dark Humor",873,"{""choices"":[""Politics and society"",""Celebrity and pop culture""]}",175.668,"","{""choices"":[""Irony"",""Satire""]}","","","Look, look, look, look, look, look. Listen, listen to me, all right? Sometimes something happens and everyone is so reactionary now that like they don't form their opinion authentically. I saw this and I didn't care. And when you don't care, you're able to be at least a little bit closer to objective, right? So I saw what was happening. They changed the Cracker Barrel logo. If you've never seen the Cracker Barrel logo, get ready. As far as logos go, it does the job. This says Cracker Barrel and then there's a barrel. And then there's a barrel. And then there's a guy next to the barrel, right? And the guy next to the barrel posted up. The guy next to the barrel is out here feeling himself. He's over here like. And the new logo says Cracker Barrel with really nothing else. We're really like just two ovals around it. It is objectively worse. I understand that the people upset are making it about something that I at least don't think it's about, right? Cause there were people that saw them get rid of the guy and the barrel. And then they were like, yes. The first impression was of someone who had a stroke over it. But people genuinely were like, this is insane. This can't stand. This is white genocide. Listen to me. I'm no expert and I could be wrong. I'm wrong all the time. But I'm pretty sure that just as many white people are alive after they changed the logo.","2026-02-04T20:23:31.183548Z","s3://humor-harm-dataset/dataset-s3/4tFGvsTkyc0.mp4"
320,"1","2026-02-04T20:24:44.656945Z","2 - Moderate","Humor","Dark Humor",874,"Relationships",70.563,"","None of these","","","To all the white people watching, please stop wearing dreads. It makes me very uncomfortable. They'll stop wearing dreads if you stop dating white women. Is that an agreement? Well, I stopped dating white women in 2020. Can we turn the camera back here? And I'll stop when you get a side tooth. I think that'll be it. I'll stop when you grow a little bit. I'll stop when you go to Turkey and get that head done. I'll stop when them grades coming in, like you 36 and you 27. Okay. I'll stop when you get a home. Oh my God. I got one. I'll stop when your mom stops visiting.","2026-02-04T20:24:44.656970Z","s3://humor-harm-dataset/dataset-s3/4ujj2cSQmX8.mp4"
321,"1","2026-02-04T20:25:42.889305Z","","Almost or not sure","Regular Humor",875,"Celebrity and pop culture",55.468,"","None of these","","","Can you draw the perfect star? I love this school. Alright, let's see. Wait. Bro. Bro, that star does not count. What? I'm just here for the free lip cream. Wait, what? Little shoulders! That shaving cream! Ahhhhh! I see stars every night. This should be easy. Okay, okay. Bro, that's not what stars look like. That's how they look like in the sky. Oh my, this guy. Ooh, okay. Okay, okay. Wait, what's he doing? Bro, that looks like Patrick's star. Patrick is a star. Bro, are you dumb? At least I'm not dumb enough to eat shaving cream. Yo, boy, Patrick! The secret is two fingers. Okay, one, two, one. If I get this, everybody has to subscribe. What?","2026-02-04T20:25:42.889327Z","s3://humor-harm-dataset/dataset-s3/4wPbA1hx-B4.mp4"
322,"1","2026-02-04T20:26:46.371240Z","1 - Mild","Humor","Dark Humor",876,"{""choices"":[""Relationships"",""Politics and society"",""War and conflict""]}",61.477,"","Irony","","","Who's the hottest guy in the world? Used to be my type was Kim Jung-un. Ha ha ha ha ha ha ha. Not a personality, not the body type, you know? Because in North Korea, that's a sign of power. Everybody's starving like me, so small. So if you're fat, that means you got money? I'm bored. Because nobody live long enough to get bored. Bored and fat is like you are very, very sexy. You too are. And people like Joe Rogan, like, work so hard. Yeah!","2026-02-04T20:26:46.371264Z","s3://humor-harm-dataset/dataset-s3/5-YpR7wGDf0.mp4"
323,"1","2026-02-04T20:27:47.636913Z","","Not Humor","None of these",877,"{""choices"":[""Work"",""Politics and society"",""War and conflict""]}",59.705,"","Satire","","","Look, Kelsey is a role player. She cannot lead a team. Her handles ain't that good. I'm literally what, look. You almost ripped her right there. Y'all swear Kelsey Plum is a top player, but I don't see it. She's a good piece. If Plum is your number one option, then you're not winning anything, Major. What do you say to those that say you can't shoot a thing and save your life? Do it again, though. She can barely hold the ball. But I'm just not sold on her. She can't make that. She's cooking. Apologize. I ain't gonna lie. She nice. Well, I mean, she is in the WNBA, so she gonna hit a few shots. She a problem for real.","2026-02-04T20:27:47.636937Z","s3://humor-harm-dataset/dataset-s3/5-p1cJ9qBG8.mp4"
324,"1","2026-02-04T20:28:36.969476Z","","Humor","Regular Humor",878,"{""choices"":[""Work"",""Politics and society""]}",47.949,"","Satire","","","Alright, so here we are. Here we are. With the hopefully, hopefully the future mayor of NYC. On Friday. But we're gonna give him a real test and let's hope if he can pass this, okay? Are you ready? I'm about to cut out here. Finish this song. Cash rules everything around me. Cream, get the money. Dollar dollar bill, y'all. Okay. That's all.","2026-02-04T20:28:36.969500Z","s3://humor-harm-dataset/dataset-s3/50Bq70iIPyU.mp4"
325,"1","2026-02-04T20:30:17.812591Z","","Humor","Regular Humor",879,"{""choices"":[""Relationships"",""Celebrity and pop culture""]}",99.169,"","None of these","","","that dancer was not much of a lover of Raj sir. The background dancer was dancing. And Raj sir used to sing only in the name of singing. And in the name of dancing, he put his hand in his pocket twice. He took it out twice. Raj sir, you are stuck in a place where the choreographer has put his hand. That sir, I will leave. You see. Ravi, you are stuck in such a situation. There was a movie called, I am five. Okay. It was Mr. Bhunikapur's first movie. There was a great dancer. Nasiruddin Shah, Raj Babbar. Gulshan Grover. Uday Chandra. And a useless dancer, Mahatma Chakraborty. He used to do whatever movement he wanted. So, we all got sad. We made our own syndicate. And we decided on this syndicate. That this time, we used to do a lot of star dance. It was Kamal master. Kamal master. So, Kamal master was very strict. He was strict. And he used to give him the abuses. So, he used to abuse a lot. He used to abuse a lot. He used to abuse a lot. He used to abuse a lot. He used to abuse a lot. The elder abuse was done from the bottom. So, we were not dancing. We didn't know how to do it. So, this syndicate decided that we would do something that would bring abuse down from the bottom. And if there were abuse in the crowd, we would go back. So, this happened. We were doing the movement. So, a man who was sitting free, he didn't have any work. He had a lot of work. He was a big star. He was bigger than us, but he didn't think of himself. He had to do all the movements. He kept doing it and we didn't. Okay. So, the voice came from the bottom. First, the voice came. Cut, cut, cut, cut. Then, I said, if we did something wrong, we did something wrong. So, the crowd came from the bottom and we stood up. Okay. And we stood up and went back. Oh! Poor Bony! Then, our friendship happened. Okay. And friendship happened that it happened that, okay, the crowd around them, as we told them, all of us would go back and forth. And we would do the movement with our hands. This is the crowd. You didn't see it. You didn't.","2026-02-04T20:30:17.812618Z","s3://humor-harm-dataset/dataset-s3/50QOo_TYJEk.mp4"
326,"1","2026-02-04T20:31:38.476936Z","1 - Mild","Humor","Dark Humor",880,"Work",79.193,"","{""choices"":[""Irony"",""Satire""]}","","","Every day for about two years I refused to wear anything except for cowboy boots with a full Kin City chief's win suit And a little cowboy hat and here's what I would do to play. I would go out in the yard with a shovel I would dig in a ditch for a couple hours. I would just dig around I'd move dirt around And I'd go inside all dirty and sweaty and my mom would be like how was work today Coswing blue girl girl the way I would go in the house. I'd be like growing up my slaves I'd be like can I get some water? And my my co-workers were all imaginary named after country music stars. I'd be like, oh me Kenny Chesney Me Kenny Chesney Tim McGraw Me Kenny and Tim got about as much done as we could out there today, but it was a hot one My mom I know that's right. I'm dead serious And I would just dig all day long I go inside my mom who's actually a single mom working multiple jobs by the way Yeah, here. I am toiling over three jobs by the way a nurse Oh Me coming in being like where's the water bit? God and dinner's not ready on the table","2026-02-04T20:31:38.476959Z","s3://humor-harm-dataset/dataset-s3/54TP8d7Kx9g.mp4"
327,"1","2026-02-04T20:32:27.800980Z","","Humor","Regular Humor",881,"Celebrity and pop culture",48.033,"","Irony","","","3 hours later Good girl, good girl, keep going don't stop, go on!","2026-02-04T20:32:27.801004Z","s3://humor-harm-dataset/dataset-s3/54zGAzjp9aE.mp4"
